month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,storey,town_premium,flat_model_premium
2021-07,BEDOK,3 ROOM,704,BEDOK RESERVOIR RD,07 TO 09,68,New Generation,1981,59,318000,8,-18500,-21500
2021-07,BEDOK,3 ROOM,616,BEDOK RESERVOIR RD,04 TO 06,68,New Generation,1982,59,320000,5,-18500,-21500
2021-07,BEDOK,3 ROOM,703,BEDOK RESERVOIR RD,07 TO 09,68,New Generation,1980,58,315000,8,-18500,-21500
2021-07,BEDOK,3 ROOM,71,BEDOK STH RD,10 TO 12,67,New Generation,1978,55,315000,11,-18500,-21500
2021-07,BEDOK,3 ROOM,70,BEDOK STH RD,16 TO 18,67,New Generation,1978,55,338888,17,-18500,-21500
2021-07,BEDOK,3 ROOM,39,BEDOK STH RD,07 TO 09,67,New Generation,1978,56,325000,8,-18500,-21500
2021-07,BEDOK,3 ROOM,71,BEDOK STH RD,04 TO 06,67,New Generation,1978,55,293000,5,-18500,-21500
2021-07,BEDOK,3 ROOM,50,CHAI CHEE ST,10 TO 12,68,New Generation,1981,59,318000,11,-18500,-21500
2021-07,BEDOK,3 ROOM,54,CHAI CHEE ST,10 TO 12,82,New Generation,1981,58,352000,11,-18500,-21500
2021-07,BEDOK,3 ROOM,24,NEW UPP CHANGI RD,07 TO 09,73,New Generation,1978,56,335000,8,-18500,-21500
2021-08,BEDOK,3 ROOM,548,BEDOK NTH AVE 1,04 TO 06,68,New Generation,1980,57,305000,5,-18500,-21500
2021-08,BEDOK,3 ROOM,520,BEDOK NTH AVE 1,07 TO 09,82,New Generation,1979,57,412000,8,-18500,-21500
2021-08,BEDOK,3 ROOM,551,BEDOK NTH AVE 1,04 TO 06,67,New Generation,1980,57,303000,5,-18500,-21500
2021-08,BEDOK,3 ROOM,521,BEDOK NTH AVE 1,10 TO 12,67,New Generation,1979,57,330000,11,-18500,-21500
2021-08,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,07 TO 09,67,New Generation,1978,56,350000,8,-18500,-21500
2021-08,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,04 TO 06,67,New Generation,1978,56,298000,5,-18500,-21500
2021-08,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,10 TO 12,67,New Generation,1978,56,310000,11,-18500,-21500
2021-08,BEDOK,3 ROOM,426,BEDOK NTH RD,01 TO 03,67,New Generation,1979,56,335000,2,-18500,-21500
2021-08,BEDOK,3 ROOM,204,BEDOK NTH ST 1,04 TO 06,68,New Generation,1979,56,371000,5,-18500,-21500
2021-08,BEDOK,3 ROOM,420,BEDOK NTH ST 1,07 TO 09,68,New Generation,1979,56,380000,8,-18500,-21500
2021-08,BEDOK,3 ROOM,127,BEDOK NTH ST 2,10 TO 12,67,New Generation,1978,55,336000,11,-18500,-21500
2021-08,BEDOK,3 ROOM,134,BEDOK NTH ST 2,04 TO 06,67,New Generation,1978,55,315388,5,-18500,-21500
2021-08,BEDOK,3 ROOM,129,BEDOK NTH ST 2,04 TO 06,67,New Generation,1978,55,335000,5,-18500,-21500
2021-08,BEDOK,3 ROOM,532,BEDOK NTH ST 3,16 TO 18,68,New Generation,1980,57,339000,17,-18500,-21500
2021-08,BEDOK,3 ROOM,529,BEDOK NTH ST 3,10 TO 12,68,New Generation,1979,57,310000,11,-18500,-21500
2021-08,BEDOK,3 ROOM,525,BEDOK NTH ST 3,04 TO 06,67,New Generation,1979,57,308000,5,-18500,-21500
2021-08,BEDOK,3 ROOM,546,BEDOK NTH ST 3,10 TO 12,68,New Generation,1980,57,315000,11,-18500,-21500
2021-08,BEDOK,3 ROOM,525,BEDOK NTH ST 3,04 TO 06,67,New Generation,1979,56,301000,5,-18500,-21500
2021-08,BEDOK,3 ROOM,537,BEDOK NTH ST 3,04 TO 06,68,New Generation,1980,57,272000,5,-18500,-21500
2021-08,BEDOK,3 ROOM,529,BEDOK NTH ST 3,10 TO 12,82,New Generation,1979,57,360000,11,-18500,-21500
2021-08,BEDOK,3 ROOM,121,BEDOK RESERVOIR RD,07 TO 09,67,New Generation,1985,63,325000,8,-18500,-21500
2021-08,BEDOK,3 ROOM,615,BEDOK RESERVOIR RD,01 TO 03,68,New Generation,1981,58,313000,2,-18500,-21500
2021-08,BEDOK,3 ROOM,113,BEDOK RESERVOIR RD,01 TO 03,67,New Generation,1985,62,330000,2,-18500,-21500
2021-08,BEDOK,3 ROOM,702,BEDOK RESERVOIR RD,01 TO 03,68,New Generation,1980,58,265000,2,-18500,-21500
2021-08,BEDOK,3 ROOM,22,BEDOK STH AVE 1,10 TO 12,73,New Generation,1977,54,355000,11,-18500,-21500
2021-08,BEDOK,3 ROOM,70,BEDOK STH RD,13 TO 15,67,New Generation,1978,55,338000,14,-18500,-21500
2021-08,BEDOK,3 ROOM,71,BEDOK STH RD,13 TO 15,82,New Generation,1978,55,395000,14,-18500,-21500
2021-08,BEDOK,3 ROOM,39,BEDOK STH RD,10 TO 12,67,New Generation,1978,56,298000,11,-18500,-21500
2021-08,BEDOK,3 ROOM,54,CHAI CHEE ST,13 TO 15,82,New Generation,1981,58,355000,14,-18500,-21500
2021-08,BEDOK,3 ROOM,50,CHAI CHEE ST,10 TO 12,68,New Generation,1981,59,316000,11,-18500,-21500
2021-08,BEDOK,3 ROOM,42,CHAI CHEE ST,04 TO 06,67,New Generation,1985,62,322500,5,-18500,-21500
2021-08,BEDOK,3 ROOM,42,CHAI CHEE ST,01 TO 03,67,New Generation,1985,62,323000,2,-18500,-21500
2021-08,BEDOK,3 ROOM,50,CHAI CHEE ST,07 TO 09,68,New Generation,1981,58,310000,8,-18500,-21500
2021-08,BEDOK,3 ROOM,54,CHAI CHEE ST,07 TO 09,82,New Generation,1981,58,330000,8,-18500,-21500
2021-08,BEDOK,3 ROOM,24,NEW UPP CHANGI RD,04 TO 06,73,New Generation,1978,56,350000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,521,BEDOK NTH AVE 1,04 TO 06,67,New Generation,1979,56,305000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,424,BEDOK NTH AVE 1,07 TO 09,67,New Generation,1979,56,352000,8,-18500,-21500
2021-09,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,01 TO 03,67,New Generation,1978,56,320000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,07 TO 09,67,New Generation,1978,56,355000,8,-18500,-21500
2021-09,BEDOK,3 ROOM,410,BEDOK NTH AVE 2,10 TO 12,68,New Generation,1980,57,350000,11,-18500,-21500
2021-09,BEDOK,3 ROOM,136,BEDOK NTH AVE 3,04 TO 06,67,New Generation,1979,56,309000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,01 TO 03,82,New Generation,1978,56,360000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,04 TO 06,67,New Generation,1978,56,300000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,124,BEDOK NTH RD,07 TO 09,67,New Generation,1978,55,318000,8,-18500,-21500
2021-09,BEDOK,3 ROOM,109,BEDOK NTH RD,04 TO 06,67,New Generation,1977,54,290000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,110,BEDOK NTH RD,07 TO 09,82,New Generation,1977,54,355000,8,-18500,-21500
2021-09,BEDOK,3 ROOM,107,BEDOK NTH RD,07 TO 09,82,New Generation,1977,54,370000,8,-18500,-21500
2021-09,BEDOK,3 ROOM,420,BEDOK NTH ST 1,10 TO 12,82,New Generation,1979,56,380000,11,-18500,-21500
2021-09,BEDOK,3 ROOM,419,BEDOK NTH ST 1,04 TO 06,68,New Generation,1979,56,370000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,201,BEDOK NTH ST 1,01 TO 03,73,New Generation,1979,56,365000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,128,BEDOK NTH ST 2,04 TO 06,67,New Generation,1978,55,308000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,126,BEDOK NTH ST 2,04 TO 06,67,New Generation,1978,55,342888,5,-18500,-21500
2021-09,BEDOK,3 ROOM,509,BEDOK NTH ST 3,01 TO 03,67,New Generation,1979,57,305000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,533,BEDOK NTH ST 3,10 TO 12,68,New Generation,1980,57,318000,11,-18500,-21500
2021-09,BEDOK,3 ROOM,510,BEDOK NTH ST 3,01 TO 03,67,New Generation,1979,57,298000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,554,BEDOK NTH ST 3,04 TO 06,68,New Generation,1980,57,310000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,542,BEDOK NTH ST 3,04 TO 06,67,New Generation,1985,63,311000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,529,BEDOK NTH ST 3,07 TO 09,68,New Generation,1979,57,300000,8,-18500,-21500
2021-09,BEDOK,3 ROOM,531,BEDOK NTH ST 3,01 TO 03,68,New Generation,1979,57,300000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,744,BEDOK RESERVOIR RD,01 TO 03,82,New Generation,1986,63,360000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,632,BEDOK RESERVOIR RD,01 TO 03,67,New Generation,1982,60,300000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,108,BEDOK RESERVOIR RD,04 TO 06,70,New Generation,1985,63,340000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,121,BEDOK RESERVOIR RD,04 TO 06,67,New Generation,1985,62,315000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,632,BEDOK RESERVOIR RD,01 TO 03,67,New Generation,1982,60,313000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,614,BEDOK RESERVOIR RD,04 TO 06,67,New Generation,1981,58,325000,5,-18500,-21500
2021-09,BEDOK,3 ROOM,23,BEDOK STH AVE 1,01 TO 03,73,New Generation,1977,54,340000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,71,BEDOK STH RD,01 TO 03,67,New Generation,1978,55,290000,2,-18500,-21500
2021-09,BEDOK,3 ROOM,41,CHAI CHEE ST,10 TO 12,67,New Generation,1985,62,328000,11,-18500,-21500
2021-09,BEDOK,3 ROOM,24,NEW UPP CHANGI RD,01 TO 03,73,New Generation,1978,56,350000,2,-18500,-21500
2021-10,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,10 TO 12,68,New Generation,1980,57,328000,11,-18500,-21500
2021-10,BEDOK,3 ROOM,424,BEDOK NTH AVE 1,07 TO 09,67,New Generation,1979,56,318000,8,-18500,-21500
2021-10,BEDOK,3 ROOM,521,BEDOK NTH AVE 1,04 TO 06,82,New Generation,1979,56,388000,5,-18500,-21500
2021-10,BEDOK,3 ROOM,521,BEDOK NTH AVE 1,10 TO 12,67,New Generation,1979,56,335000,11,-18500,-21500
2021-10,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,07 TO 09,67,New Generation,1978,56,350000,8,-18500,-21500
2021-10,BEDOK,3 ROOM,410,BEDOK NTH AVE 2,01 TO 03,68,New Generation,1980,57,399000,2,-18500,-21500
2021-10,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,07 TO 09,67,New Generation,1978,56,345000,8,-18500,-21500
2021-10,BEDOK,3 ROOM,104,BEDOK NTH AVE 4,07 TO 09,67,New Generation,1977,54,330000,8,-18500,-21500
2021-10,BEDOK,3 ROOM,105,BEDOK NTH AVE 4,07 TO 09,67,New Generation,1977,54,320000,8,-18500,-21500
2021-10,BEDOK,3 ROOM,104,BEDOK NTH AVE 4,01 TO 03,67,New Generation,1977,54,335888,2,-18500,-21500
2021-10,BEDOK,3 ROOM,104,BEDOK NTH AVE 4,04 TO 06,82,New Generation,1977,54,370000,5,-18500,-21500
2021-10,BEDOK,3 ROOM,117,BEDOK NTH RD,10 TO 12,88,New Generation,1978,55,428000,11,-18500,-21500
2021-10,BEDOK,3 ROOM,109,BEDOK NTH RD,01 TO 03,67,New Generation,1977,54,304000,2,-18500,-21500
2021-10,BEDOK,3 ROOM,125,BEDOK NTH RD,04 TO 06,67,New Generation,1978,55,322000,5,-18500,-21500
2021-10,BEDOK,3 ROOM,115,BEDOK NTH RD,01 TO 03,73,New Generation,1978,55,358000,2,-18500,-21500
2021-10,BEDOK,3 ROOM,202,BEDOK NTH ST 1,01 TO 03,67,New Generation,1979,56,350000,2,-18500,-21500
2021-10,BEDOK,3 ROOM,213,BEDOK NTH ST 1,04 TO 06,68,New Generation,1980,57,390000,5,-18500,-21500
2021-10,BEDOK,3 ROOM,420,BEDOK NTH ST 1,07 TO 09,68,New Generation,1979,56,380000,8,-18500,-21500
2021-10,BEDOK,3 ROOM,127,BEDOK NTH ST 2,04 TO 06,82,New Generation,1978,55,360000,5,-18500,-21500
2021-10,BEDOK,3 ROOM,134,BEDOK NTH ST 2,01 TO 03,67,New Generation,1978,55,290000,2,-18500,-21500
2021-10,BEDOK,3 ROOM,528,BEDOK NTH ST 3,04 TO 06,68,New Generation,1979,56,322000,5,-18500,-21500
2021-10,BEDOK,3 ROOM,545,BEDOK NTH ST 3,10 TO 12,68,New Generation,1980,57,310000,11,-18500,-21500
2021-10,BEDOK,3 ROOM,532,BEDOK NTH ST 3,07 TO 09,68,New Generation,1980,57,310000,8,-18500,-21500
2021-10,BEDOK,3 ROOM,545,BEDOK NTH ST 3,07 TO 09,82,New Generation,1980,57,390000,8,-18500,-21500
2021-10,BEDOK,3 ROOM,539,BEDOK NTH ST 3,04 TO 06,68,New Generation,1980,57,315000,5,-18500,-21500
2021-10,BEDOK,3 ROOM,528,BEDOK NTH ST 3,07 TO 09,82,New Generation,1979,56,360000,8,-18500,-21500
2021-10,BEDOK,3 ROOM,530,BEDOK NTH ST 3,10 TO 12,68,New Generation,1979,56,320000,11,-18500,-21500
2021-10,BEDOK,3 ROOM,744,BEDOK RESERVOIR RD,04 TO 06,67,New Generation,1986,63,300000,5,-18500,-21500
2021-10,BEDOK,3 ROOM,33,BEDOK STH AVE 2,13 TO 15,73,New Generation,1978,55,365000,14,-18500,-21500
2021-10,BEDOK,3 ROOM,71,BEDOK STH RD,10 TO 12,82,New Generation,1978,55,375000,11,-18500,-21500
2021-10,BEDOK,3 ROOM,40,BEDOK STH RD,04 TO 06,67,New Generation,1978,56,313000,5,-18500,-21500
2021-10,BEDOK,3 ROOM,54,CHAI CHEE ST,01 TO 03,68,New Generation,1981,58,310000,2,-18500,-21500
2021-11,BEDOK,3 ROOM,521,BEDOK NTH AVE 1,10 TO 12,67,New Generation,1979,56,350000,11,-18500,-21500
2021-11,BEDOK,3 ROOM,423,BEDOK NTH AVE 1,07 TO 09,67,New Generation,1979,56,353000,8,-18500,-21500
2021-11,BEDOK,3 ROOM,424,BEDOK NTH AVE 1,10 TO 12,67,New Generation,1979,56,368000,11,-18500,-21500
2021-11,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,01 TO 03,82,New Generation,1980,57,380000,2,-18500,-21500
2021-11,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,04 TO 06,67,New Generation,1978,56,360000,5,-18500,-21500
2021-11,BEDOK,3 ROOM,418,BEDOK NTH AVE 2,04 TO 06,67,New Generation,1978,56,360000,5,-18500,-21500
2021-11,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,07 TO 09,67,New Generation,1978,56,355000,8,-18500,-21500
2021-11,BEDOK,3 ROOM,401,BEDOK NTH AVE 3,13 TO 15,82,New Generation,1979,56,365000,14,-18500,-21500
2021-11,BEDOK,3 ROOM,136,BEDOK NTH AVE 3,01 TO 03,67,New Generation,1979,56,305000,2,-18500,-21500
2021-11,BEDOK,3 ROOM,102,BEDOK NTH AVE 4,10 TO 12,67,New Generation,1977,54,290000,11,-18500,-21500
2021-11,BEDOK,3 ROOM,105,BEDOK NTH AVE 4,07 TO 09,67,New Generation,1977,54,310000,8,-18500,-21500
2021-11,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,10 TO 12,67,New Generation,1978,56,325000,11,-18500,-21500
2021-11,BEDOK,3 ROOM,124,BEDOK NTH RD,01 TO 03,67,New Generation,1978,55,325000,2,-18500,-21500
2021-11,BEDOK,3 ROOM,128,BEDOK NTH ST 2,04 TO 06,67,New Generation,1978,55,352000,5,-18500,-21500
2021-11,BEDOK,3 ROOM,526,BEDOK NTH ST 3,10 TO 12,67,New Generation,1979,56,338000,11,-18500,-21500
2021-11,BEDOK,3 ROOM,536,BEDOK NTH ST 3,13 TO 15,82,New Generation,1980,57,381000,14,-18500,-21500
2021-11,BEDOK,3 ROOM,554,BEDOK NTH ST 3,01 TO 03,68,New Generation,1980,57,308000,2,-18500,-21500
2021-11,BEDOK,3 ROOM,546,BEDOK NTH ST 3,10 TO 12,68,New Generation,1980,57,317000,11,-18500,-21500
2021-11,BEDOK,3 ROOM,542,BEDOK NTH ST 3,04 TO 06,67,New Generation,1985,62,306000,5,-18500,-21500
2021-11,BEDOK,3 ROOM,529,BEDOK NTH ST 3,13 TO 15,82,New Generation,1979,56,372000,14,-18500,-21500
2021-11,BEDOK,3 ROOM,546,BEDOK NTH ST 3,04 TO 06,68,New Generation,1980,57,295000,5,-18500,-21500
2021-11,BEDOK,3 ROOM,529,BEDOK NTH ST 3,10 TO 12,82,New Generation,1979,56,385000,11,-18500,-21500
2021-11,BEDOK,3 ROOM,526,BEDOK NTH ST 3,10 TO 12,67,New Generation,1979,56,328000,11,-18500,-21500
2021-11,BEDOK,3 ROOM,540,BEDOK NTH ST 3,07 TO 09,68,New Generation,1980,57,320000,8,-18500,-21500
2021-11,BEDOK,3 ROOM,116,BEDOK RESERVOIR RD,07 TO 09,67,New Generation,1986,63,338000,8,-18500,-21500
2021-11,BEDOK,3 ROOM,702,BEDOK RESERVOIR RD,10 TO 12,82,New Generation,1980,58,391000,11,-18500,-21500
2021-11,BEDOK,3 ROOM,632,BEDOK RESERVOIR RD,01 TO 03,83,New Generation,1982,60,342000,2,-18500,-21500
2021-11,BEDOK,3 ROOM,631,BEDOK RESERVOIR RD,01 TO 03,67,New Generation,1982,60,340000,2,-18500,-21500
2021-11,BEDOK,3 ROOM,616,BEDOK RESERVOIR RD,07 TO 09,68,New Generation,1982,59,335000,8,-18500,-21500
2021-11,BEDOK,3 ROOM,22,BEDOK STH AVE 1,07 TO 09,73,New Generation,1977,54,365000,8,-18500,-21500
2021-11,BEDOK,3 ROOM,33,BEDOK STH AVE 2,13 TO 15,73,New Generation,1978,55,350000,14,-18500,-21500
2021-11,BEDOK,3 ROOM,33,BEDOK STH AVE 2,04 TO 06,88,New Generation,1978,55,383000,5,-18500,-21500
2021-11,BEDOK,3 ROOM,70,BEDOK STH RD,01 TO 03,67,New Generation,1978,55,340000,2,-18500,-21500
2021-11,BEDOK,3 ROOM,44,CHAI CHEE ST,07 TO 09,68,New Generation,1980,57,320000,8,-18500,-21500
2021-11,BEDOK,3 ROOM,44,CHAI CHEE ST,04 TO 06,68,New Generation,1980,57,315000,5,-18500,-21500
2021-11,BEDOK,3 ROOM,54,CHAI CHEE ST,07 TO 09,82,New Generation,1981,58,362000,8,-18500,-21500
2021-11,BEDOK,3 ROOM,24,NEW UPP CHANGI RD,01 TO 03,73,New Generation,1978,55,360000,2,-18500,-21500
2021-12,BEDOK,3 ROOM,549,BEDOK NTH AVE 1,01 TO 03,67,New Generation,1984,61,325000,2,-18500,-21500
2021-12,BEDOK,3 ROOM,519,BEDOK NTH AVE 1,10 TO 12,67,New Generation,1979,56,328000,11,-18500,-21500
2021-12,BEDOK,3 ROOM,520,BEDOK NTH AVE 1,01 TO 03,67,New Generation,1979,56,315000,2,-18500,-21500
2021-12,BEDOK,3 ROOM,519,BEDOK NTH AVE 1,01 TO 03,67,New Generation,1979,56,305000,2,-18500,-21500
2021-12,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,07 TO 09,67,New Generation,1978,56,335000,8,-18500,-21500
2021-12,BEDOK,3 ROOM,409,BEDOK NTH AVE 2,10 TO 12,68,New Generation,1980,57,362000,11,-18500,-21500
2021-12,BEDOK,3 ROOM,401,BEDOK NTH AVE 3,04 TO 06,67,New Generation,1979,56,325000,5,-18500,-21500
2021-12,BEDOK,3 ROOM,92,BEDOK NTH AVE 4,13 TO 15,67,New Generation,1979,56,333000,14,-18500,-21500
2021-12,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,01 TO 03,67,New Generation,1978,56,312000,2,-18500,-21500
2021-12,BEDOK,3 ROOM,125,BEDOK NTH RD,07 TO 09,67,New Generation,1978,55,340000,8,-18500,-21500
2021-12,BEDOK,3 ROOM,115,BEDOK NTH RD,01 TO 03,73,New Generation,1978,55,348888,2,-18500,-21500
2021-12,BEDOK,3 ROOM,116,BEDOK NTH RD,04 TO 06,73,New Generation,1978,55,350000,5,-18500,-21500
2021-12,BEDOK,3 ROOM,213,BEDOK NTH ST 1,04 TO 06,68,New Generation,1980,57,365000,5,-18500,-21500
2021-12,BEDOK,3 ROOM,420,BEDOK NTH ST 1,01 TO 03,68,New Generation,1979,56,330000,2,-18500,-21500
2021-12,BEDOK,3 ROOM,419,BEDOK NTH ST 1,07 TO 09,68,New Generation,1979,56,350000,8,-18500,-21500
2021-12,BEDOK,3 ROOM,122,BEDOK NTH ST 2,04 TO 06,67,New Generation,1978,55,315888,5,-18500,-21500
2021-12,BEDOK,3 ROOM,533,BEDOK NTH ST 3,04 TO 06,68,New Generation,1980,57,305000,5,-18500,-21500
2021-12,BEDOK,3 ROOM,532,BEDOK NTH ST 3,10 TO 12,68,New Generation,1980,57,330000,11,-18500,-21500
2021-12,BEDOK,3 ROOM,509,BEDOK NTH ST 3,04 TO 06,67,New Generation,1979,56,310000,5,-18500,-21500
2021-12,BEDOK,3 ROOM,709,BEDOK RESERVOIR RD,07 TO 09,68,New Generation,1981,58,350000,8,-18500,-21500
2021-12,BEDOK,3 ROOM,609,BEDOK RESERVOIR RD,01 TO 03,67,New Generation,1982,59,300000,2,-18500,-21500
2021-12,BEDOK,3 ROOM,105,BEDOK RESERVOIR RD,10 TO 12,67,New Generation,1985,62,325000,11,-18500,-21500
2021-12,BEDOK,3 ROOM,614,BEDOK RESERVOIR RD,07 TO 09,67,New Generation,1981,58,325000,8,-18500,-21500
2021-12,BEDOK,3 ROOM,609,BEDOK RESERVOIR RD,04 TO 06,67,New Generation,1982,59,338000,5,-18500,-21500
2021-12,BEDOK,3 ROOM,102,BEDOK RESERVOIR RD,01 TO 03,73,New Generation,1985,62,360000,2,-18500,-21500
2021-12,BEDOK,3 ROOM,703,BEDOK RESERVOIR RD,01 TO 03,68,New Generation,1980,57,323000,2,-18500,-21500
2021-12,BEDOK,3 ROOM,121,BEDOK RESERVOIR RD,07 TO 09,67,New Generation,1985,62,350000,8,-18500,-21500
2021-12,BEDOK,3 ROOM,701,BEDOK RESERVOIR RD,07 TO 09,68,New Generation,1980,57,343888,8,-18500,-21500
2021-12,BEDOK,3 ROOM,33,BEDOK STH AVE 2,01 TO 03,73,New Generation,1978,55,320000,2,-18500,-21500
2021-12,BEDOK,3 ROOM,41,CHAI CHEE ST,13 TO 15,67,New Generation,1985,62,346000,14,-18500,-21500
2021-12,BEDOK,3 ROOM,44,CHAI CHEE ST,10 TO 12,68,New Generation,1980,57,330000,11,-18500,-21500
2021-12,BEDOK,3 ROOM,211,NEW UPP CHANGI RD,04 TO 06,68,New Generation,1980,57,400000,5,-18500,-21500
2022-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,04 TO 06,68,New Generation,1980,57,325000,5,-18500,-21500
2022-01,BEDOK,3 ROOM,521,BEDOK NTH AVE 1,01 TO 03,67,New Generation,1979,56,320000,2,-18500,-21500
2022-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,10 TO 12,68,New Generation,1980,57,338000,11,-18500,-21500
2022-01,BEDOK,3 ROOM,424,BEDOK NTH AVE 1,07 TO 09,67,New Generation,1979,56,360000,8,-18500,-21500
2022-01,BEDOK,3 ROOM,418,BEDOK NTH AVE 2,07 TO 09,67,New Generation,1978,55,370000,8,-18500,-21500
2022-01,BEDOK,3 ROOM,515,BEDOK NTH AVE 2,01 TO 03,67,New Generation,1979,56,300000,2,-18500,-21500
2022-01,BEDOK,3 ROOM,418,BEDOK NTH AVE 2,04 TO 06,82,New Generation,1978,55,388000,5,-18500,-21500
2022-01,BEDOK,3 ROOM,402,BEDOK NTH AVE 3,10 TO 12,67,New Generation,1979,56,330000,11,-18500,-21500
2022-01,BEDOK,3 ROOM,104,BEDOK NTH AVE 4,10 TO 12,67,New Generation,1977,54,345000,11,-18500,-21500
2022-01,BEDOK,3 ROOM,100,BEDOK NTH AVE 4,10 TO 12,82,New Generation,1978,55,370000,11,-18500,-21500
2022-01,BEDOK,3 ROOM,124,BEDOK NTH RD,10 TO 12,67,New Generation,1978,55,330000,11,-18500,-21500
2022-01,BEDOK,3 ROOM,115,BEDOK NTH RD,10 TO 12,73,New Generation,1978,55,360000,11,-18500,-21500
2022-01,BEDOK,3 ROOM,420,BEDOK NTH ST 1,01 TO 03,68,New Generation,1979,56,372000,2,-18500,-21500
2022-01,BEDOK,3 ROOM,419,BEDOK NTH ST 1,10 TO 12,68,New Generation,1979,56,379000,11,-18500,-21500
2022-01,BEDOK,3 ROOM,419,BEDOK NTH ST 1,10 TO 12,68,New Generation,1979,56,398000,11,-18500,-21500
2022-01,BEDOK,3 ROOM,213,BEDOK NTH ST 1,07 TO 09,68,New Generation,1980,57,380000,8,-18500,-21500
2022-01,BEDOK,3 ROOM,138,BEDOK NTH ST 2,04 TO 06,67,New Generation,1978,55,336000,5,-18500,-21500
2022-01,BEDOK,3 ROOM,126,BEDOK NTH ST 2,04 TO 06,82,New Generation,1978,55,366000,5,-18500,-21500
2022-01,BEDOK,3 ROOM,530,BEDOK NTH ST 3,07 TO 09,68,New Generation,1979,56,325000,8,-18500,-21500
2022-01,BEDOK,3 ROOM,526,BEDOK NTH ST 3,10 TO 12,82,New Generation,1979,56,350000,11,-18500,-21500
2022-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,07 TO 09,67,New Generation,1979,56,312000,8,-18500,-21500
2022-01,BEDOK,3 ROOM,89,BEDOK NTH ST 4,04 TO 06,67,New Generation,1978,55,322500,5,-18500,-21500
2022-01,BEDOK,3 ROOM,89,BEDOK NTH ST 4,04 TO 06,67,New Generation,1978,55,340000,5,-18500,-21500
2022-01,BEDOK,3 ROOM,609,BEDOK RESERVOIR RD,04 TO 06,67,New Generation,1982,59,328000,5,-18500,-21500
2022-01,BEDOK,3 ROOM,712,BEDOK RESERVOIR RD,07 TO 09,82,New Generation,1981,58,400000,8,-18500,-21500
2022-01,BEDOK,3 ROOM,624,BEDOK RESERVOIR RD,01 TO 03,68,New Generation,1981,58,320000,2,-18500,-21500
2022-01,BEDOK,3 ROOM,108,BEDOK RESERVOIR RD,01 TO 03,67,New Generation,1985,62,335000,2,-18500,-21500
2022-01,BEDOK,3 ROOM,713,BEDOK RESERVOIR RD,01 TO 03,68,New Generation,1981,58,328000,2,-18500,-21500
2022-01,BEDOK,3 ROOM,105,BEDOK RESERVOIR RD,10 TO 12,67,New Generation,1985,62,341888,11,-18500,-21500
2022-01,BEDOK,3 ROOM,609,BEDOK RESERVOIR RD,07 TO 09,67,New Generation,1982,59,363682,8,-18500,-21500
2022-01,BEDOK,3 ROOM,712,BEDOK RESERVOIR RD,04 TO 06,68,New Generation,1981,58,329888,5,-18500,-21500
2022-01,BEDOK,3 ROOM,609,BEDOK RESERVOIR RD,01 TO 03,67,New Generation,1982,59,340088,2,-18500,-21500
2022-01,BEDOK,3 ROOM,23,BEDOK STH AVE 1,13 TO 15,73,New Generation,1977,54,403000,14,-18500,-21500
