month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,storey,town_premium,flat_model_premium
2018-10,BUKIT BATOK,3 ROOM,508,BT BATOK ST 52,01 TO 03,64,Simplified,1987,67,242000,2,-46500,-23500
2018-11,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,66,245000,8,-46500,-23500
2018-12,BUKIT BATOK,3 ROOM,335,BT BATOK ST 32,04 TO 06,64,Simplified,1986,66,240000,5,-46500,-23500
2019-01,BUKIT BATOK,3 ROOM,269,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,66,231000,8,-46500,-23500
2019-01,BUKIT BATOK,3 ROOM,267,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1987,67,238000,2,-46500,-23500
2019-02,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,66,215000,2,-46500,-23500
2019-02,BUKIT BATOK,3 ROOM,283,BT BATOK EAST AVE 3,04 TO 06,64,Simplified,1988,68,235000,5,-46500,-23500
2019-03,BUKIT BATOK,3 ROOM,327,BT BATOK ST 33,01 TO 03,64,Simplified,1987,67,231000,2,-46500,-23500
2019-03,BUKIT BATOK,3 ROOM,372,BT BATOK ST 31,04 TO 06,64,Simplified,1988,67,253000,5,-46500,-23500
2019-03,BUKIT BATOK,3 ROOM,372,BT BATOK ST 31,04 TO 06,64,Simplified,1988,67,265000,5,-46500,-23500
2019-04,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,66,220000,2,-46500,-23500
2019-04,BUKIT BATOK,3 ROOM,324,BT BATOK ST 33,07 TO 09,64,Simplified,1988,68,243000,8,-46500,-23500
2019-04,BUKIT BATOK,3 ROOM,278,BT BATOK EAST AVE 3,04 TO 06,64,Simplified,1987,67,254000,5,-46500,-23500
2019-05,BUKIT BATOK,3 ROOM,269,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,66,235000,8,-46500,-23500
2019-05,BUKIT BATOK,3 ROOM,309,BT BATOK ST 31,04 TO 06,65,Simplified,1986,65,235000,5,-46500,-23500
2019-05,BUKIT BATOK,3 ROOM,527,BT BATOK ST 51,01 TO 03,64,Simplified,1987,67,240000,2,-46500,-23500
2019-05,BUKIT BATOK,3 ROOM,324,BT BATOK ST 33,04 TO 06,64,Simplified,1988,67,258000,5,-46500,-23500
2019-05,BUKIT BATOK,3 ROOM,530,BT BATOK ST 51,01 TO 03,64,Simplified,1987,67,265000,2,-46500,-23500
2019-06,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,66,235000,8,-46500,-23500
2019-06,BUKIT BATOK,3 ROOM,278,BT BATOK EAST AVE 3,01 TO 03,64,Simplified,1987,67,240000,2,-46500,-23500
2019-06,BUKIT BATOK,3 ROOM,271,BT BATOK EAST AVE 4,04 TO 06,64,Simplified,1986,66,245000,5,-46500,-23500
2019-06,BUKIT BATOK,3 ROOM,347,BT BATOK ST 34,04 TO 06,64,Simplified,1988,68,252000,5,-46500,-23500
2019-07,BUKIT BATOK,3 ROOM,269,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,66,229000,8,-46500,-23500
2019-07,BUKIT BATOK,3 ROOM,335,BT BATOK ST 32,04 TO 06,64,Simplified,1986,65,236000,5,-46500,-23500
2019-07,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,66,238000,2,-46500,-23500
2019-07,BUKIT BATOK,3 ROOM,267,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1987,66,240000,8,-46500,-23500
2019-07,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,66,250000,2,-46500,-23500
2019-08,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,66,228000,8,-46500,-23500
2019-08,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,04 TO 06,64,Simplified,1986,66,233000,5,-46500,-23500
2019-08,BUKIT BATOK,3 ROOM,347,BT BATOK ST 34,01 TO 03,64,Simplified,1988,67,235000,2,-46500,-23500
2019-08,BUKIT BATOK,3 ROOM,359,BT BATOK ST 31,01 TO 03,64,Simplified,1988,67,245000,2,-46500,-23500
2019-08,BUKIT BATOK,3 ROOM,283,BT BATOK EAST AVE 3,04 TO 06,64,Simplified,1988,67,278000,5,-46500,-23500
2019-10,BUKIT BATOK,3 ROOM,501,BT BATOK ST 52,01 TO 03,64,Simplified,1986,66,230000,2,-46500,-23500
2019-10,BUKIT BATOK,3 ROOM,274,BT BATOK EAST AVE 4,04 TO 06,64,Simplified,1988,67,235000,5,-46500,-23500
2019-10,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,65,240000,8,-46500,-23500
2019-10,BUKIT BATOK,3 ROOM,274,BT BATOK EAST AVE 4,04 TO 06,64,Simplified,1988,67,246000,5,-46500,-23500
2019-10,BUKIT BATOK,3 ROOM,333,BT BATOK ST 32,07 TO 09,64,Simplified,1987,67,250000,8,-46500,-23500
2019-11,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,65,220000,2,-46500,-23500
2019-11,BUKIT BATOK,3 ROOM,333,BT BATOK ST 32,04 TO 06,64,Simplified,1987,67,243999,5,-46500,-23500
2019-12,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,65,246000,8,-46500,-23500
2019-12,BUKIT BATOK,3 ROOM,374,BT BATOK ST 31,01 TO 03,64,Simplified,1988,67,268000,2,-46500,-23500
2019-12,BUKIT BATOK,3 ROOM,374,BT BATOK ST 31,01 TO 03,64,Simplified,1988,67,260000,2,-46500,-23500
2019-12,BUKIT BATOK,3 ROOM,530,BT BATOK ST 51,01 TO 03,64,Simplified,1987,66,260000,2,-46500,-23500
2019-12,BUKIT BATOK,3 ROOM,503,BT BATOK ST 52,04 TO 06,64,Simplified,1987,66,263000,5,-46500,-23500
2020-01,BUKIT BATOK,3 ROOM,275,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1987,66,250000,2,-46500,-23500
2020-01,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,65,235000,2,-46500,-23500
2020-01,BUKIT BATOK,3 ROOM,333,BT BATOK ST 32,04 TO 06,64,Simplified,1987,67,270000,5,-46500,-23500
2020-01,BUKIT BATOK,3 ROOM,324,BT BATOK ST 33,10 TO 12,64,Simplified,1988,67,235000,11,-46500,-23500
2020-01,BUKIT BATOK,3 ROOM,503,BT BATOK ST 52,04 TO 06,64,Simplified,1987,66,260000,5,-46500,-23500
2020-02,BUKIT BATOK,3 ROOM,267,BT BATOK EAST AVE 4,04 TO 06,64,Simplified,1987,66,239000,5,-46500,-23500
2020-03,BUKIT BATOK,3 ROOM,283,BT BATOK EAST AVE 3,07 TO 09,64,Simplified,1988,67,262000,8,-46500,-23500
2020-03,BUKIT BATOK,3 ROOM,302,BT BATOK ST 31,01 TO 03,71,Simplified,1985,64,256000,2,-46500,-23500
2020-04,BUKIT BATOK,3 ROOM,269,BT BATOK EAST AVE 4,01 TO 03,70,Simplified,1986,65,270000,2,-46500,-23500
2020-05,BUKIT BATOK,3 ROOM,415,BT BATOK WEST AVE 4,01 TO 03,64,Simplified,1988,67,245000,2,-46500,-23500
2020-06,BUKIT BATOK,3 ROOM,267,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1987,65,245000,8,-46500,-23500
2020-06,BUKIT BATOK,3 ROOM,271,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,65,210000,2,-46500,-23500
2020-06,BUKIT BATOK,3 ROOM,374,BT BATOK ST 31,01 TO 03,64,Simplified,1988,66,259000,2,-46500,-23500
2020-06,BUKIT BATOK,3 ROOM,324,BT BATOK ST 33,10 TO 12,64,Simplified,1988,67,265000,11,-46500,-23500
2020-06,BUKIT BATOK,3 ROOM,530,BT BATOK ST 51,04 TO 06,64,Simplified,1987,66,254000,5,-46500,-23500
2020-07,BUKIT BATOK,3 ROOM,280,BT BATOK EAST AVE 3,04 TO 06,64,Simplified,1988,66,270000,5,-46500,-23500
2020-08,BUKIT BATOK,3 ROOM,333,BT BATOK ST 32,04 TO 06,64,Simplified,1987,66,260000,5,-46500,-23500
2020-08,BUKIT BATOK,3 ROOM,503,BT BATOK ST 52,04 TO 06,64,Simplified,1987,65,270000,5,-46500,-23500
2020-08,BUKIT BATOK,3 ROOM,503,BT BATOK ST 52,01 TO 03,64,Simplified,1987,65,245000,2,-46500,-23500
2020-09,BUKIT BATOK,3 ROOM,280,BT BATOK EAST AVE 3,01 TO 03,64,Simplified,1988,66,270000,2,-46500,-23500
2020-09,BUKIT BATOK,3 ROOM,267,BT BATOK EAST AVE 4,10 TO 12,64,Simplified,1987,65,276000,11,-46500,-23500
2020-09,BUKIT BATOK,3 ROOM,333,BT BATOK ST 32,01 TO 03,64,Simplified,1987,66,240000,2,-46500,-23500
2020-09,BUKIT BATOK,3 ROOM,501,BT BATOK ST 52,07 TO 09,64,Simplified,1986,65,263388,8,-46500,-23500
2020-10,BUKIT BATOK,3 ROOM,324,BT BATOK ST 33,10 TO 12,64,Simplified,1988,66,255000,11,-46500,-23500
2020-11,BUKIT BATOK,3 ROOM,314,BT BATOK ST 32,01 TO 03,64,Simplified,1986,64,278000,2,-46500,-23500
2020-12,BUKIT BATOK,3 ROOM,267,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1987,65,295000,8,-46500,-23500
2020-12,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,04 TO 06,64,Simplified,1986,64,270000,5,-46500,-23500
2021-01,BUKIT BATOK,3 ROOM,359,BT BATOK ST 31,04 TO 06,64,Simplified,1988,66,282500,5,-46500,-23500
2021-02,BUKIT BATOK,3 ROOM,280,BT BATOK EAST AVE 3,01 TO 03,64,Simplified,1988,66,265000,2,-46500,-23500
2021-03,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,04 TO 06,64,Simplified,1986,64,260000,5,-46500,-23500
2021-03,BUKIT BATOK,3 ROOM,359,BT BATOK ST 31,04 TO 06,64,Simplified,1988,66,300000,5,-46500,-23500
2021-04,BUKIT BATOK,3 ROOM,269,BT BATOK EAST AVE 4,04 TO 06,64,Simplified,1986,64,300000,5,-46500,-23500
2021-04,BUKIT BATOK,3 ROOM,359,BT BATOK ST 31,04 TO 06,64,Simplified,1988,66,320000,5,-46500,-23500
2021-05,BUKIT BATOK,3 ROOM,269,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,64,310000,8,-46500,-23500
2021-05,BUKIT BATOK,3 ROOM,372,BT BATOK ST 31,04 TO 06,64,Simplified,1988,65,290000,5,-46500,-23500
2021-06,BUKIT BATOK,3 ROOM,501,BT BATOK ST 52,01 TO 03,64,Simplified,1986,64,305000,2,-46500,-23500
2021-07,BUKIT BATOK,3 ROOM,267,BT BATOK EAST AVE 4,10 TO 12,64,Simplified,1987,64,310000,11,-46500,-23500
2021-07,BUKIT BATOK,3 ROOM,269,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,64,302000,8,-46500,-23500
2021-07,BUKIT BATOK,3 ROOM,269,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,64,295000,2,-46500,-23500
2021-07,BUKIT BATOK,3 ROOM,306,BT BATOK ST 31,04 TO 06,65,Simplified,1985,62,292000,5,-46500,-23500
2021-07,BUKIT BATOK,3 ROOM,323,BT BATOK ST 33,04 TO 06,64,Simplified,1987,65,320000,5,-46500,-23500
2021-07,BUKIT BATOK,3 ROOM,525,BT BATOK ST 52,04 TO 06,64,Simplified,1987,65,310000,5,-46500,-23500
2021-08,BUKIT BATOK,3 ROOM,271,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,64,305000,2,-46500,-23500
2021-08,BUKIT BATOK,3 ROOM,323,BT BATOK ST 33,01 TO 03,64,Simplified,1987,65,303000,2,-46500,-23500
2021-08,BUKIT BATOK,3 ROOM,503,BT BATOK ST 52,07 TO 09,64,Simplified,1987,65,345000,8,-46500,-23500
2021-09,BUKIT BATOK,3 ROOM,267,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1987,64,307000,2,-46500,-23500
2021-10,BUKIT BATOK,3 ROOM,333,BT BATOK ST 32,01 TO 03,64,Simplified,1987,65,300000,2,-46500,-23500
2021-10,BUKIT BATOK,3 ROOM,347,BT BATOK ST 34,01 TO 03,64,Simplified,1988,65,326000,2,-46500,-23500
2021-11,BUKIT BATOK,3 ROOM,283,BT BATOK EAST AVE 3,01 TO 03,76,Simplified,1988,65,345000,2,-46500,-23500
2021-11,BUKIT BATOK,3 ROOM,501,BT BATOK ST 52,04 TO 06,64,Simplified,1986,64,308000,5,-46500,-23500
2021-12,BUKIT BATOK,3 ROOM,269,BT BATOK EAST AVE 4,04 TO 06,64,Simplified,1986,63,345000,5,-46500,-23500
2021-12,BUKIT BATOK,3 ROOM,374,BT BATOK ST 31,04 TO 06,64,Simplified,1988,65,365888,5,-46500,-23500
2021-12,BUKIT BATOK,3 ROOM,501,BT BATOK ST 52,04 TO 06,64,Simplified,1986,64,343000,5,-46500,-23500
2022-01,BUKIT BATOK,3 ROOM,324,BT BATOK ST 33,10 TO 12,64,Simplified,1988,65,323000,11,-46500,-23500
2022-01,BUKIT BATOK,3 ROOM,347,BT BATOK ST 34,04 TO 06,64,Simplified,1988,65,335000,5,-46500,-23500
2022-02,BUKIT BATOK,3 ROOM,280,BT BATOK EAST AVE 3,10 TO 12,64,Simplified,1988,65,360000,11,-46500,-23500
2022-02,BUKIT BATOK,3 ROOM,274,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1988,65,345000,2,-46500,-23500
2022-02,BUKIT BATOK,3 ROOM,509,BT BATOK ST 52,04 TO 06,64,Simplified,1987,64,320000,5,-46500,-23500
2022-03,BUKIT BATOK,3 ROOM,333,BT BATOK ST 32,04 TO 06,64,Simplified,1987,64,342000,5,-46500,-23500
2022-03,BUKIT BATOK,3 ROOM,530,BT BATOK ST 51,01 TO 03,64,Simplified,1987,64,250000,2,-46500,-23500
2022-04,BUKIT BATOK,3 ROOM,271,BT BATOK EAST AVE 4,07 TO 09,64,Simplified,1986,63,335000,8,-46500,-23500
2022-04,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,04 TO 06,64,Simplified,1986,63,335000,5,-46500,-23500
2022-04,BUKIT BATOK,3 ROOM,333,BT BATOK ST 32,01 TO 03,64,Simplified,1987,64,330000,2,-46500,-23500
2022-04,BUKIT BATOK,3 ROOM,527,BT BATOK ST 51,01 TO 03,70,Simplified,1987,64,338000,2,-46500,-23500
2022-05,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,63,295000,2,-46500,-23500
2022-06,BUKIT BATOK,3 ROOM,283,BT BATOK EAST AVE 3,01 TO 03,64,Simplified,1988,64,330000,2,-46500,-23500
2022-06,BUKIT BATOK,3 ROOM,503,BT BATOK ST 52,04 TO 06,64,Simplified,1987,64,330000,5,-46500,-23500
2022-07,BUKIT BATOK,3 ROOM,323,BT BATOK ST 33,07 TO 09,64,Simplified,1987,64,340000,8,-46500,-23500
2022-07,BUKIT BATOK,3 ROOM,509,BT BATOK ST 52,01 TO 03,64,Simplified,1987,64,340000,2,-46500,-23500
2022-07,BUKIT BATOK,3 ROOM,509,BT BATOK ST 52,01 TO 03,70,Simplified,1987,63,345000,2,-46500,-23500
2022-07,BUKIT BATOK,3 ROOM,413,BT BATOK WEST AVE 4,01 TO 03,64,Simplified,1987,64,345000,2,-46500,-23500
2022-08,BUKIT BATOK,3 ROOM,278,BT BATOK EAST AVE 3,04 TO 06,64,Simplified,1987,64,338000,5,-46500,-23500
2022-08,BUKIT BATOK,3 ROOM,280,BT BATOK EAST AVE 3,07 TO 09,64,Simplified,1988,64,348000,8,-46500,-23500
2022-08,BUKIT BATOK,3 ROOM,272,BT BATOK EAST AVE 4,01 TO 03,64,Simplified,1986,63,330000,2,-46500,-23500
2022-08,BUKIT BATOK,3 ROOM,501,BT BATOK ST 52,01 TO 03,64,Simplified,1986,63,350000,2,-46500,-23500
2017-02,BUKIT PANJANG,3 ROOM,112,PENDING RD,01 TO 03,64,Simplified,1988,70,255000,2,-8500,-23500
2017-03,BUKIT PANJANG,3 ROOM,109,GANGSA RD,04 TO 06,64,Simplified,1988,70,275000,5,-8500,-23500
2017-07,BUKIT PANJANG,3 ROOM,105,GANGSA RD,04 TO 06,64,Simplified,1987,69,272500,5,-8500,-23500
2017-07,BUKIT PANJANG,3 ROOM,105,GANGSA RD,01 TO 03,70,Simplified,1987,69,342000,2,-8500,-23500
2017-08,BUKIT PANJANG,3 ROOM,112,PENDING RD,04 TO 06,64,Simplified,1988,70,265000,5,-8500,-23500
2017-10,BUKIT PANJANG,3 ROOM,114,PENDING RD,04 TO 06,64,Simplified,1988,70,238000,5,-8500,-23500
2017-11,BUKIT PANJANG,3 ROOM,109,GANGSA RD,01 TO 03,70,Simplified,1988,69,283000,2,-8500,-23500
2018-07,BUKIT PANJANG,3 ROOM,112,PENDING RD,01 TO 03,64,Simplified,1988,69,238000,2,-8500,-23500
2018-10,BUKIT PANJANG,3 ROOM,119,PENDING RD,01 TO 03,70,Simplified,1988,69,270000,2,-8500,-23500
2018-10,BUKIT PANJANG,3 ROOM,127,PENDING RD,01 TO 03,70,Simplified,1988,68,270000,2,-8500,-23500
2019-02,BUKIT PANJANG,3 ROOM,127,PENDING RD,04 TO 06,64,Simplified,1988,68,238000,5,-8500,-23500
2019-06,BUKIT PANJANG,3 ROOM,114,PENDING RD,04 TO 06,64,Simplified,1988,68,240000,5,-8500,-23500
2019-06,BUKIT PANJANG,3 ROOM,105,GANGSA RD,01 TO 03,64,Simplified,1987,67,260000,2,-8500,-23500
2019-08,BUKIT PANJANG,3 ROOM,103,GANGSA RD,01 TO 03,64,Simplified,1988,68,245000,2,-8500,-23500
2019-08,BUKIT PANJANG,3 ROOM,109,GANGSA RD,04 TO 06,64,Simplified,1988,67,262000,5,-8500,-23500
2019-10,BUKIT PANJANG,3 ROOM,109,GANGSA RD,01 TO 03,64,Simplified,1988,67,258000,2,-8500,-23500
2019-12,BUKIT PANJANG,3 ROOM,112,PENDING RD,01 TO 03,64,Simplified,1988,67,245000,2,-8500,-23500
2019-12,BUKIT PANJANG,3 ROOM,122,PENDING RD,01 TO 03,64,Simplified,1988,67,253000,2,-8500,-23500
2020-08,BUKIT PANJANG,3 ROOM,105,GANGSA RD,01 TO 03,64,Simplified,1987,66,268000,2,-8500,-23500
2020-08,BUKIT PANJANG,3 ROOM,117,PENDING RD,01 TO 03,64,Simplified,1988,67,265000,2,-8500,-23500
2021-04,BUKIT PANJANG,3 ROOM,105,GANGSA RD,01 TO 03,64,Simplified,1987,65,290000,2,-8500,-23500
2021-04,BUKIT PANJANG,3 ROOM,122,PENDING RD,01 TO 03,64,Simplified,1988,66,280000,2,-8500,-23500
2021-07,BUKIT PANJANG,3 ROOM,105,GANGSA RD,04 TO 06,64,Simplified,1987,65,310000,5,-8500,-23500
2021-07,BUKIT PANJANG,3 ROOM,119,PENDING RD,04 TO 06,64,Simplified,1988,66,308888,5,-8500,-23500
2021-08,BUKIT PANJANG,3 ROOM,119,PENDING RD,04 TO 06,64,Simplified,1988,66,323000,5,-8500,-23500
2022-01,BUKIT PANJANG,3 ROOM,103,GANGSA RD,04 TO 06,64,Simplified,1988,65,320000,5,-8500,-23500
2022-01,BUKIT PANJANG,3 ROOM,215,PETIR RD,01 TO 03,64,Simplified,1989,66,300000,2,-8500,-23500
2022-04,BUKIT PANJANG,3 ROOM,105,GANGSA RD,01 TO 03,70,Simplified,1987,64,360000,2,-8500,-23500
2022-04,BUKIT PANJANG,3 ROOM,103,GANGSA RD,04 TO 06,64,Simplified,1988,65,345000,5,-8500,-23500
2017-01,GEYLANG,3 ROOM,302,UBI AVE 1,04 TO 06,64,Simplified,2000,82,320000,5,-33500,-23500
2017-02,GEYLANG,3 ROOM,321,UBI AVE 1,01 TO 03,64,Simplified,1985,67,290000,2,-33500,-23500
2017-02,GEYLANG,3 ROOM,301,UBI AVE 1,04 TO 06,64,Simplified,2000,82,298000,5,-33500,-23500
2017-02,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,63,Simplified,2000,82,310000,2,-33500,-23500
2017-02,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,64,Simplified,2000,82,315000,2,-33500,-23500
2017-03,GEYLANG,3 ROOM,305,UBI AVE 1,01 TO 03,63,Simplified,2000,82,305000,2,-33500,-23500
2017-04,GEYLANG,3 ROOM,312,UBI AVE 1,01 TO 03,64,Simplified,1985,67,297000,2,-33500,-23500
2017-04,GEYLANG,3 ROOM,302,UBI AVE 1,04 TO 06,64,Simplified,2000,82,325000,5,-33500,-23500
2017-04,GEYLANG,3 ROOM,316,UBI AVE 1,07 TO 09,64,Simplified,1985,67,327000,8,-33500,-23500
2017-05,GEYLANG,3 ROOM,316,UBI AVE 1,04 TO 06,64,Simplified,1985,67,302000,5,-33500,-23500
2017-06,GEYLANG,3 ROOM,342,UBI AVE 1,01 TO 03,64,Simplified,1985,67,295000,2,-33500,-23500
2017-07,GEYLANG,3 ROOM,301,UBI AVE 1,04 TO 06,64,Simplified,2000,81,330000,5,-33500,-23500
2017-08,GEYLANG,3 ROOM,305,UBI AVE 1,04 TO 06,63,Simplified,2000,81,295000,5,-33500,-23500
2017-08,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,64,Simplified,2000,81,300000,2,-33500,-23500
2017-10,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,64,Simplified,2000,81,282000,2,-33500,-23500
2017-11,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,64,Simplified,2000,81,292000,2,-33500,-23500
2017-11,GEYLANG,3 ROOM,305,UBI AVE 1,01 TO 03,63,Simplified,2000,81,300000,2,-33500,-23500
2017-11,GEYLANG,3 ROOM,325,UBI AVE 1,04 TO 06,64,Simplified,1985,66,338000,5,-33500,-23500
2017-12,GEYLANG,3 ROOM,302,UBI AVE 1,04 TO 06,64,Simplified,2000,81,320000,5,-33500,-23500
2018-02,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,64,Simplified,2000,81,323000,2,-33500,-23500
2018-03,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,64,Simplified,2000,81,315000,2,-33500,-23500
2018-04,GEYLANG,3 ROOM,316,UBI AVE 1,01 TO 03,64,Simplified,1985,66,312000,2,-33500,-23500
2018-05,GEYLANG,3 ROOM,302,UBI AVE 1,04 TO 06,64,Simplified,2000,81,315000,5,-33500,-23500
2018-06,GEYLANG,3 ROOM,301,UBI AVE 1,01 TO 03,64,Simplified,2000,80,302500,2,-33500,-23500
2018-06,GEYLANG,3 ROOM,304,UBI AVE 1,04 TO 06,64,Simplified,2000,80,308000,5,-33500,-23500
2018-07,GEYLANG,3 ROOM,301,UBI AVE 1,01 TO 03,64,Simplified,2000,80,320000,2,-33500,-23500
2018-08,GEYLANG,3 ROOM,316,UBI AVE 1,04 TO 06,64,Simplified,1985,66,288000,5,-33500,-23500
2018-08,GEYLANG,3 ROOM,328,UBI AVE 1,01 TO 03,64,Simplified,1985,66,305000,2,-33500,-23500
2018-09,GEYLANG,3 ROOM,321,UBI AVE 1,01 TO 03,64,Simplified,1985,66,270000,2,-33500,-23500
2018-09,GEYLANG,3 ROOM,304,UBI AVE 1,04 TO 06,64,Simplified,2000,80,310000,5,-33500,-23500
2018-11,GEYLANG,3 ROOM,304,UBI AVE 1,04 TO 06,64,Simplified,2000,80,330000,5,-33500,-23500
2018-12,GEYLANG,3 ROOM,316,UBI AVE 1,07 TO 09,64,Simplified,1985,65,295000,8,-33500,-23500
2019-03,GEYLANG,3 ROOM,316,UBI AVE 1,07 TO 09,64,Simplified,1985,65,305000,8,-33500,-23500
2019-04,GEYLANG,3 ROOM,321,UBI AVE 1,04 TO 06,64,Simplified,1985,65,272000,5,-33500,-23500
2019-05,GEYLANG,3 ROOM,317,UBI AVE 1,01 TO 03,64,Simplified,1985,65,297000,2,-33500,-23500
2019-05,GEYLANG,3 ROOM,304,UBI AVE 1,04 TO 06,64,Simplified,2000,80,310000,5,-33500,-23500
2019-06,GEYLANG,3 ROOM,301,UBI AVE 1,04 TO 06,63,Simplified,2000,79,290000,5,-33500,-23500
2019-08,GEYLANG,3 ROOM,304,UBI AVE 1,04 TO 06,64,Simplified,2000,79,280000,5,-33500,-23500
2019-08,GEYLANG,3 ROOM,316,UBI AVE 1,07 TO 09,64,Simplified,1985,65,328000,8,-33500,-23500
2019-10,GEYLANG,3 ROOM,328,UBI AVE 1,01 TO 03,64,Simplified,1985,65,290000,2,-33500,-23500
2019-10,GEYLANG,3 ROOM,304,UBI AVE 1,04 TO 06,64,Simplified,2000,79,308000,5,-33500,-23500
2019-11,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,64,Simplified,2000,79,295000,2,-33500,-23500
2019-12,GEYLANG,3 ROOM,301,UBI AVE 1,04 TO 06,64,Simplified,2000,79,300000,5,-33500,-23500
2020-01,GEYLANG,3 ROOM,304,UBI AVE 1,01 TO 03,64,Simplified,2000,79,330000,2,-33500,-23500
2020-01,GEYLANG,3 ROOM,301,UBI AVE 1,01 TO 03,64,Simplified,2000,79,300000,2,-33500,-23500
2020-02,GEYLANG,3 ROOM,317,UBI AVE 1,01 TO 03,64,Simplified,1985,64,295000,2,-33500,-23500
2020-02,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,64,Simplified,2000,79,291000,2,-33500,-23500
2020-06,GEYLANG,3 ROOM,301,UBI AVE 1,01 TO 03,64,Simplified,2000,79,310000,2,-33500,-23500
2020-06,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,64,Simplified,2000,79,305000,2,-33500,-23500
2020-07,GEYLANG,3 ROOM,350,UBI AVE 1,01 TO 03,64,Simplified,1985,64,267000,2,-33500,-23500
2020-08,GEYLANG,3 ROOM,304,UBI AVE 1,01 TO 03,63,Simplified,2000,78,305000,2,-33500,-23500
2020-08,GEYLANG,3 ROOM,316,UBI AVE 1,04 TO 06,64,Simplified,1985,64,330000,5,-33500,-23500
2020-08,GEYLANG,3 ROOM,312,UBI AVE 1,01 TO 03,70,Simplified,1985,64,320000,2,-33500,-23500
2020-09,GEYLANG,3 ROOM,316,UBI AVE 1,01 TO 03,70,Simplified,1985,64,312000,2,-33500,-23500
2020-10,GEYLANG,3 ROOM,316,UBI AVE 1,07 TO 09,64,Simplified,1985,63,305000,8,-33500,-23500
2020-11,GEYLANG,3 ROOM,301,UBI AVE 1,04 TO 06,64,Simplified,2000,78,300000,5,-33500,-23500
2020-11,GEYLANG,3 ROOM,342,UBI AVE 1,01 TO 03,64,Simplified,1985,63,273000,2,-33500,-23500
2020-12,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,63,Simplified,2000,78,295000,2,-33500,-23500
2021-01,GEYLANG,3 ROOM,305,UBI AVE 1,01 TO 03,63,Simplified,2000,78,290000,2,-33500,-23500
2021-01,GEYLANG,3 ROOM,302,UBI AVE 1,04 TO 06,64,Simplified,2000,78,305000,5,-33500,-23500
2021-01,GEYLANG,3 ROOM,350,UBI AVE 1,01 TO 03,64,Simplified,1985,63,303000,2,-33500,-23500
2021-03,GEYLANG,3 ROOM,321,UBI AVE 1,04 TO 06,64,Simplified,1985,63,298000,5,-33500,-23500
